"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $1143.61/Eth","TxnFee(ETH)","TxnFee(USD)","Historical $Price/Eth","Status","ErrCode","Method"
"0xdd36df2b884c91ce2817cf9f74754cded7f4d2c449a17010bfbbc74e5d06aecd","15071498","1656876838","2022-07-03 19:33:58","0x7b92bbf4c3e43a46bb9431bdf7a23930e2a9893d","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.001467070974864624","1.67991363189798","1072.95","","","Mint Private",""
"0xbf03ee5553b017dd8b82314c49f9ef62b8c44829313fb2ac9775776c3018cb5e","15071499","1656876862","2022-07-03 19:34:22","0x6edb4d88f592875240e408bea2bf394badaf5106","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.002654437210598208","3.0395429611118","1072.95","","","Mint Public",""
"0x8ebf587a061ca70ada2a2d00846bb24b3895eb1804ef8fc442ae2882db0f2afe","15071499","1656876862","2022-07-03 19:34:22","0xdce0f3dc0730c8b09aa90d2fe9079aed2ab97070","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.002535445210598208","2.9032876017518","1072.95","","","Mint Public",""
"0x135e4cf0d0c3ea21a0c830cc3df77fb5047c8467787e80124a09008b0615a468","15071499","1656876862","2022-07-03 19:34:22","0x96b4af521bc71a90a4dc961fa317eb4a35e3345b","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.002535445210598208","2.9032876017518","1072.95","","","Mint Public",""
"0x8b04906b8b0aae29bacf880c5151069e7d539ba467f5b2ba7414ced73a19505a","15071499","1656876862","2022-07-03 19:34:22","0x20e1353b9bc546d22ea4bca1926fe231681bc74b","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.002535445210598208","2.9032876017518","1072.95","","","Mint Public",""
"0xa14e145462b5187115951727a5033098277a90a31e5719ed8db9ee16fc58fd82","15071499","1656876862","2022-07-03 19:34:22","0x03e97ebac3df1ed35ac7bb94fe31e309c8621517","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.002535445210598208","2.9032876017518","1072.95","","","Mint Public",""
"0x92b11c4c772f7f1782ad43693c74e7f84890b48985b9bc7c518ffb764a6fa169","15071499","1656876862","2022-07-03 19:34:22","0x72bed6c9c4f6594211136a7c2012342507d580f7","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.002535445210598208","2.9032876017518","1072.95","","","Mint Public",""
"0x45a4121d066eae8826019277de39c91e0acfe802d0a77c270ae246a73429c123","15071499","1656876862","2022-07-03 19:34:22","0xce40d25250908462d28fea69d702a3c3add3ad15","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.002535445210598208","2.9032876017518","1072.95","","","Mint Public",""
"0x67938b2d2ad006ad3c05d39e596b9c33ac89ecd5f79ee3b67cdcaf4ccc027783","15071499","1656876862","2022-07-03 19:34:22","0xf574c9e7a801697adf15367e2e47bcd5003b04d8","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.002475949210598208","2.8351599220718","1072.95","","","Mint Public",""
"0x62df8622f017711045dbcfda629a6b3feb5d61d6e67aca0146d573a0546110ac","15071499","1656876862","2022-07-03 19:34:22","0xf9e56d2ec48d99c9a1bc2d466824c920bbc01837","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.002356957210598208","2.6989045627118","1072.95","","","Mint Public",""
"0x3f885cdd9e6ef544a4c8ccde4bbd0f290f8ffd298d5f2c51177441294e5269f9","15071500","1656876918","2022-07-03 19:35:18","0xa62d214750455c043c25dea89fecc8724f61e45b","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.00262891431142272","3.01031719972393","1072.95","","","Mint Public",""
"0x79ff9d30982ee4c647e9861b48b97090c38b85f1526b0b54fcd2ef3c0ecc0491","15071500","1656876918","2022-07-03 19:35:18","0x33664ab389a8415463cc8ac4871bd0392068aff7","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.00225112055448672","2.57771312453165","1072.95","","","Mint Public",""
"0x286d4c06c5603177b2df4eb0547c535c7377ec5e1328d89ff8c539f1d648563b","15071500","1656876918","2022-07-03 19:35:18","0xd0bcff49f28a3a701d9c8908d72a6f09a5ec970c","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0.005","0","5.7254","0.00290154442607712","3.32250049141239","1072.95","","","Mint Public",""
"0x60f71748b628ab78b2fb07f74f5391f643334d1328488ce89b9b68ccf0f444b3","15071501","1656876924","2022-07-03 19:35:24","0x377518f527de35999d2d813a60c7fd04cbe743b4","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.00311329501845456","3.56497185973195","1072.95","","","Mint Public",""
"0x93c31da37a96ae5527abf13fb60ee5691b39cd2bceefd0634026431f37b9d3e1","15071501","1656876924","2022-07-03 19:35:24","0x9ada05a71c372e70a45819418cdccfc7ea9b20b5","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.00287531101845456","3.29246114101195","1072.95","","","Mint Public",""
"0x173edcbd6bcccaa445a41fd93be60bc7aaa30ecde47a697e6b94dc5207bcb895","15071501","1656876924","2022-07-03 19:35:24","0xca84fede1ae4285c140f9b36b4c1aba2077722d6","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.00287531101845456","3.29246114101195","1072.95","","","Mint Public",""
"0xc7f5099719d8a349e793fb3688476ffc07039ccf1f13d0dae83f440e7baa38d7","15071501","1656876924","2022-07-03 19:35:24","0x4a671356dddf2e12bcba704bee80b956d7e0da8d","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.002867397887673504","3.28339997321718","1072.95","","","Mint Public",""
"0x731f057d4af3367aa2496fd8d6d8729f232938cbcb54cf53c5b5a47fccb86119","15071501","1656876924","2022-07-03 19:35:24","0x33664ab389a8415463cc8ac4871bd0392068aff7","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0.005","0","5.7254","0.001114914431802054","1.2766662175679","1072.95","Error(0)","execution reverted","Mint Public",""
"0x9ffbef64e1e185f34bbe613e6be9b7ff26e2d6916306736daac6957f7697a4d0","15071502","1656876948","2022-07-03 19:35:48","0x497f0dbb11c33dceb07fdb63b566316f477404c9","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003306345106152864","3.78602965415352","1072.95","","","Mint Public",""
"0xcb6ee28b001c056c73290f579789363c44803a4e770649aaa01a038979a578d2","15071502","1656876948","2022-07-03 19:35:48","0xbacb5c0cb90e23ff91c2aa4c9586dd3919a872ba","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003306345106152864","3.78602965415352","1072.95","","","Mint Public",""
"0x3de83159d88eda56ee6a7b66423724f3ce89fc96f529efcbc1d3d029433f523f","15071502","1656876948","2022-07-03 19:35:48","0xdf1f333f23e27343a2336b9ddc60cf56f80b0ddf","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003306345106152864","3.78602965415352","1072.95","","","Mint Public",""
"0x02f7db890d143a43a2a65b0f2e16a8fb7d29e4a2fa5f494d8f37220bf9f96ec1","15071502","1656876948","2022-07-03 19:35:48","0xcabd0315e493133648a4596c643c7883da4e0357","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003306345106152864","3.78602965415352","1072.95","","","Mint Public",""
"0x8b1ad7cf563d896fbbf0f8d474ce209cde5d00725e36dac82dc46d8e1aa490e8","15071502","1656876948","2022-07-03 19:35:48","0x3326554a61f6ed0b14e012237264219a8e2b21a6","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0.005","0","5.7254","0.0036247632","4.150643845056","1072.95","","","Mint Public",""
"0xc0879ea6e934bf2254f3a897bad29fff7a83ad838df7e30c5c5c5723bd912533","15071503","1656876959","2022-07-03 19:35:59","0xb6ffdadc07288a7f4fa063e50337e5e47a1c3a64","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003236060306179104","3.70554793539957","1072.95","","","Mint Public",""
"0x9d8edb73c4f660556be15d54cb41c1b390a97ecb0d4094b2c6b5b3b2c78cb134","15071503","1656876959","2022-07-03 19:35:59","0x5b54b3e977810597ef5b82d71898b9f4fcb553ad","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003236060306179104","3.70554793539957","1072.95","","","Mint Public",""
"0xe50d7dbb74836016770a9b803a1335e243913d2f717b1eb7d9c0a46bb6c94ccf","15071503","1656876959","2022-07-03 19:35:59","0x617165d7e8b36a554cbb5011d160224db8952f4f","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003236060306179104","3.70554793539957","1072.95","","","Mint Public",""
"0x7c515483aae149435def53f39f97b0b55a67164dea6d387788a483b449f3358e","15071503","1656876959","2022-07-03 19:35:59","0x41d9f9298aa571ffd425e963b0df891c18788baf","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003236060306179104","3.70554793539957","1072.95","","","Mint Public",""
"0x884f3c8e1dfe3dee46d79a2bc2f1c0b56a80b8f882583ae1580da6204d3d5192","15071503","1656876959","2022-07-03 19:35:59","0x63417d89f7c491371bbd633a33546b6df0a26692","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003236060306179104","3.70554793539957","1072.95","","","Mint Public",""
"0x08c0179308798f1194bc9df0248c84a67139e67f8027a17997e7ffe23f2a2b35","15071503","1656876959","2022-07-03 19:35:59","0x37cac1ed97bc8e37e3500fb9d836a3ad2d38e1a6","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003236060306179104","3.70554793539957","1072.95","","","Mint Public",""
"0x4e3034a4de08416984e73ba7a992a6e52b41a72ab5a6f155b4ba560f7aaac926","15071503","1656876959","2022-07-03 19:35:59","0x14da5709bd8039571867022fa2d9c80de8525ba8","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003236060306179104","3.70554793539957","1072.95","","","Mint Public",""
"0x8b22fdc62e5e8643099f8ceecb1772eed361319d19171e3deb57f93b5e83e782","15071503","1656876959","2022-07-03 19:35:59","0x5e6bbf016db2e75f797803554419eb873a892600","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003236060306179104","3.70554793539957","1072.95","","","Mint Public",""
"0x2b487f6b122d50d26a18245bb0a713c9d14ad86be82e01a8c257497769f2ee18","15071503","1656876959","2022-07-03 19:35:59","0x542f8430c3e624c2a11d754ac2a0c84c2158efb7","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003236060306179104","3.70554793539957","1072.95","","","Mint Public",""
"0xdc599882305ecc04afd129c27cb8e804c41885d6b8a05c5ca3260323a2ab4c4c","15071503","1656876959","2022-07-03 19:35:59","0x1018b24a12aed2e1ab6df6448d640ed43b8354d7","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003236060306179104","3.70554793539957","1072.95","","","Mint Public",""
"0x2bd36cf1162effd697575465f74fffe0db689d19cfbcdc96cdf25241f3d01199","15071503","1656876959","2022-07-03 19:35:59","0xac4e2b7adb9ef75764f1aefc8e1f991b36f09f00","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003236060306179104","3.70554793539957","1072.95","","","Mint Public",""
"0x33019787e80750619b7f2976be211df9cafc6d63ca72fe6f51a214a9a80d85f7","15071503","1656876959","2022-07-03 19:35:59","0x7fbb5a424d6463a10209ecc3e96db1e8fe43d98f","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003236060306179104","3.70554793539957","1072.95","","","Mint Public",""
"0x3daffa11b1980fbf0a9531d04325926bcb3f1833048f92894235aea6a20abfef","15071503","1656876959","2022-07-03 19:35:59","0x2c81ab0993c68629fdcb952ec928f0546b3ae32d","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003236060306179104","3.70554793539957","1072.95","","","Mint Public",""
"0x61b3eeb2072596b80461376c525ee3e1f28faec989314a0325c6b5611d0a46ce","15071503","1656876959","2022-07-03 19:35:59","0xc19260f9fbd68a5ef2504b0637a3adc77b42ba0e","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003236060306179104","3.70554793539957","1072.95","","","Mint Public",""
"0x493c5643e8cba8e6a21b30bc91d20d77eeae9c82c1a3cea84bd847f270455a86","15071503","1656876959","2022-07-03 19:35:59","0x8cf20ffd8f9c777768cbea6319d7a879ef44cc89","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003236060306179104","3.70554793539957","1072.95","","","Mint Public",""
"0xf94a37ad730c8a95d54b15bf2fb2048fd67c9c114ec47fc1874cc2f6655f3683","15071503","1656876959","2022-07-03 19:35:59","0x153dc946fbeb48351a1c5abc85aa1cce7bc03d59","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003236060306179104","3.70554793539957","1072.95","","","Mint Public",""
"0x853432cf364a68474b51e2ee4d19882ae265d29d99a97664e8c3eb3076c67db6","15071503","1656876959","2022-07-03 19:35:59","0x11ce215cb8c501b252c179f187bb158e41e18eae","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003236060306179104","3.70554793539957","1072.95","","","Mint Public",""
"0x2ef4dd3b158cad61891e688bad9afc94d0415301ad208f7d5f7171f648bee003","15071503","1656876959","2022-07-03 19:35:59","0x02ee39c8330d033e9a7da134c7e6eb5c49ceb575","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003236060306179104","3.70554793539957","1072.95","","","Mint Public",""
"0x0e2ea9bf0aac2dc223dde4adcf40a5060ee0417de7d0f8d5d7e0ee3fca057459","15071503","1656876959","2022-07-03 19:35:59","0x646d009e9b591f0d82ab2fbf9040d6094308f426","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003236060306179104","3.70554793539957","1072.95","","","Mint Public",""
"0x7bf7ad024c40d8453f00a9fe26267bd1208faeef08a89a773ebc01860cd85af6","15071503","1656876959","2022-07-03 19:35:59","0x5ebfad128e245b2852f52db9472010accc199a56","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003236060306179104","3.70554793539957","1072.95","","","Mint Public",""
"0x9f75d145c8f9ceca38ed5b4c960354ddce9b5f0ddd3c445956f1cd14a8d73c53","15071503","1656876959","2022-07-03 19:35:59","0x2cc7a3ffd21a453aebd354504bf3ff6ee56f4450","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003236060306179104","3.70554793539957","1072.95","","","Mint Public",""
"0x0e55235d8ed42a68e00f9b7fd490362f42b306645388e23a40d8bef7992cdb3f","15071503","1656876959","2022-07-03 19:35:59","0xace2fd90b3e8fb7f34fec8170b0f6193f79b1dca","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003236060306179104","3.70554793539957","1072.95","","","Mint Public",""
"0x5ba3eeaf0c1062f30f6df7cbbdf3250e14caccf14bd7781fc3efa6055352d2f6","15071503","1656876959","2022-07-03 19:35:59","0xaf669d9bd71443cb5cf5cbcdc152af1deb23167d","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003236060306179104","3.70554793539957","1072.95","","","Mint Public",""
"0x8d218d39a58d6e7e5e13dbe4a34c4d637c8ef152b336b280cb9b20a8a5c51ef7","15071503","1656876959","2022-07-03 19:35:59","0xfd5a071634ca14cfc747b1c328c9eca17c0d0153","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003236060306179104","3.70554793539957","1072.95","","","Mint Public",""
"0xc2a6fac71e3fac09109c2152c7ef06a6305e80fdb6aca5defe3436f0e19f4e4f","15071503","1656876959","2022-07-03 19:35:59","0x77e5a406331deb40ddcd3c0591b32e0f384880df","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003236060306179104","3.70554793539957","1072.95","","","Mint Public",""
"0xc556d760cac8f905badf50bedd7945d874d8426a500deb7e54c27092874c4f72","15071503","1656876959","2022-07-03 19:35:59","0x517902ad342cf698c715cbbff6636e0f1bc64e54","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003236060306179104","3.70554793539957","1072.95","","","Mint Public",""
"0x9e381b8ecf0c2a3f13102e9a7b3c33f74e4d02f03449d131c34174f5f9b4c97d","15071503","1656876959","2022-07-03 19:35:59","0xbbdf9928126e861a028ad2a5f0ce814f3d44f06f","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003236060306179104","3.70554793539957","1072.95","","","Mint Public",""
"0x0b644bc9f6d1378749f25c2b37f43d52681eed7da1b7f9e217c24c6108426386","15071503","1656876959","2022-07-03 19:35:59","0x2f0734194ccc9f560be8b28b828ea08f973db92e","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003236060306179104","3.70554793539957","1072.95","","","Mint Public",""
"0x60d4338290d8d55d1793e55620d721af989715cb1c9dd9db7c31d0456e14a3df","15071503","1656876959","2022-07-03 19:35:59","0x0fdf4871f4ceb5249c2f123c3616b0897a25d3f6","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003236060306179104","3.70554793539957","1072.95","","","Mint Public",""
"0xa86cf28d778f299e5c4f4ab3dfec017b4985ca3b52738aae4a8b8b4476fe5503","15071503","1656876959","2022-07-03 19:35:59","0xd2cd091ea60497665b33662c3d43dfae2e325f61","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003236060306179104","3.70554793539957","1072.95","","","Mint Public",""
"0x11be7855311d49f9627e97678e353c1f22caf294ca5a33732e58adf2c05aadaf","15071503","1656876959","2022-07-03 19:35:59","0xe205bbc55c447d8e5f9762f3970e00394d3a53eb","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003236060306179104","3.70554793539957","1072.95","","","Mint Public",""
"0x785956f4d5efbc6bc9f80b3f7c0c7cede5fbea31a014ff6a25d9f812ab085bf7","15071503","1656876959","2022-07-03 19:35:59","0x0ae68b83906608184e51fd67d308d9115bbf87e5","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003236060306179104","3.70554793539957","1072.95","","","Mint Public",""
"0x22346a6e84ef837d0f949e10aee12d56e6e85d6c9ce5eb7f0684570208aa9c78","15071503","1656876959","2022-07-03 19:35:59","0x89ca607f353ae09fee789eb4f7054702088a27d5","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003236060306179104","3.70554793539957","1072.95","","","Mint Public",""
"0x54e15000e2482c1b6222c2e974e026744192ddc0de03885fbb312cea2087a225","15071503","1656876959","2022-07-03 19:35:59","0xde0acb0a02e2c9519fc305a821c8919dfd540249","0x1e4afe0c027d4f14fdba4254efc1a3ac2f7d49b5","","0","0","0","0.003236060306179104","3.70554793539957","1072.95","","","Mint Public",""
