Txhash,Blockno,UnixTimestamp,DateTime,From,To,ContractAddress,Value_IN(ETH),Value_OUT(ETH),CurrentValue @ $1132.3/Eth,TxnFee(ETH),TxnFee(USD),Historical $Price/Eth,Status,ErrCode,Method,
0x39f55a6803301e99abb18d6cdbda387e0bc08fc1e2b235b00dd253667162da05,15078266,1656967102,2022-07-04 20:38:22,0x39ec004c3513df4ac28ca97f1f09280cdbd769cf,0x70617d5c9e3b7f9afb7b7163bdef19cea989374b,,0,0,0,0.002729665131081240,3.09079982792329,1149.81,,,Collect Reserves,
0x67ae643e33b7b5675ca9229165ede190c27e58ef3a82b02bb1cbbfcaf5292547,15078630,1656972127,2022-07-04 22:02:07,0x39ec004c3513df4ac28ca97f1f09280cdbd769cf,0x70617d5c9e3b7f9afb7b7163bdef19cea989374b,,0,0,0,0.000618556578441906,0.70039161376977,1149.81,,,Pause,
0xce1c008a5f84f6e42e5e6b634878b6c358b0e67c7b75175aee84105902d96f5e,15078632,1656972149,2022-07-04 22:02:29,0x34816b3df346ab26077e32a6749a4e117fea6a0d,0x70617d5c9e3b7f9afb7b7163bdef19cea989374b,,0.01,0,11.323,0.002806084856942460,3.17732988351595,1149.81,,,Mint,
0x9fa4135e3db14646b87682c8896b6e5d7022128b3b07c8827bcbd781b21a378c,15078632,1656972149,2022-07-04 22:02:29,0x2a896169dc090e41e7f18018eef3fe929ad79159,0x70617d5c9e3b7f9afb7b7163bdef19cea989374b,,0.01,0,11.323,0.002806084856942460,3.17732988351595,1149.81,,,Mint,
0x2aeb754edb059c9b45440b46fdb66f20c16a087e67a76a308d09c07dd01dd805,15078632,1656972149,2022-07-04 22:02:29,0x7dc1edfbb5ee7d7c8f1a53b59dcb6e6901928401,0x70617d5c9e3b7f9afb7b7163bdef19cea989374b,,0.01,0,11.323,0.002806084856942460,3.17732988351595,1149.81,,,Mint,
0x214d36a35a5bb287c94ed62d32fe3e074a60dd4c890266b6ba18ba0521e143d5,15078632,1656972149,2022-07-04 22:02:29,0x477336e94655a1fd0b0aa3945f26236f7555fa28,0x70617d5c9e3b7f9afb7b7163bdef19cea989374b,,0.005,0,5.6615,0.002753855455504610,3.11819053226787,1149.81,,,Mint,
0x6c14a72d0765ff64b390a8eed67c8b97d9751380bbace02f67b1e36510a55810,15078633,1656972167,2022-07-04 22:02:47,0x6761bcaf2b2156c058634d9772f07374d6edef1d,0x70617d5c9e3b7f9afb7b7163bdef19cea989374b,,0.01,0,11.323,0.00283412733717232,3.20908238388022,1149.81,,,Mint,
0x247f254619e135cee8f33352eeeeb30c769a4f958172366a971cae97e21f5c30,15078633,1656972167,2022-07-04 22:02:47,0xef6d214466ca88a1d1c1026002d2c1734b6183e3,0x70617d5c9e3b7f9afb7b7163bdef19cea989374b,,0.01,0,11.323,0.00277301383717232,3.13988356783022,1149.81,,,Mint,
0xc02dafce3d7b7e2ea3488a9bf0213782f1060ebbd28239c67767c810a1070659,15078633,1656972167,2022-07-04 22:02:47,0xa1b787e6265a97b13248e5ea04093162865bf808,0x70617d5c9e3b7f9afb7b7163bdef19cea989374b,,0.01,0,11.323,0.00277301383717232,3.13988356783022,1149.81,,,Mint,
0x0eb442449e18862c1575f5278d2b0eb5961b040a14470a49d97e6a39fac40d2c,15078634,1656972188,2022-07-04 22:03:08,0xa5c01e0235363082e3bae5f5f39848ae5bbe6796,0x70617d5c9e3b7f9afb7b7163bdef19cea989374b,,0.01,0,11.323,0.002897313949120090,3.28062858458868,1149.81,,,Mint,
0xa6bd954ae1f53471a3e8b9030ab0e90249fa1371264211a334a99897b8683139,15078635,1656972192,2022-07-04 22:03:12,0xf3cd5d9a0a2b63033a3fe21ccddb1326eacee577,0x70617d5c9e3b7f9afb7b7163bdef19cea989374b,,0.01,0,11.323,0.002750827138841350,3.11476156931006,1149.81,,,Mint,
0x99a08c88a96c51685aa52fba235a2d69866a97e042c63d048b75063691cfc756,15078635,1656972192,2022-07-04 22:03:12,0xbc60fb5bba9e6b3dbf7b59e5a33e0122d7bcab96,0x70617d5c9e3b7f9afb7b7163bdef19cea989374b,,0.01,0,11.323,0.002689713638841350,3.04556275326006,1149.81,,,Mint,
0x73cce5d7eabde247639ce8f2ce01b9b74ca5d37fef829969982d8a1b9ff0688e,15078635,1656972192,2022-07-04 22:03:12,0x907a4b6c43c99740502100323a264b4747f7a112,0x70617d5c9e3b7f9afb7b7163bdef19cea989374b,,0.01,0,11.323,0.002689713638841350,3.04556275326006,1149.81,,,Mint,
0x1f9819d86fa5281f95294abd0fcd0e897c02dc82093f272603a2245dc43f8f37,15078635,1656972192,2022-07-04 22:03:12,0x1edbadabe2a0835143b2df98e10e490028c7eedd,0x70617d5c9e3b7f9afb7b7163bdef19cea989374b,,0.01,0,11.323,0.002689713638841350,3.04556275326006,1149.81,,,Mint,
0xaf94e23a7a10faece622cf9a1634f929bab7683cfe5d557e62b4866012a49f8f,15078635,1656972192,2022-07-04 22:03:12,0xbdb6506254c639cf8672e0a737ab4e9aaa5a7665,0x70617d5c9e3b7f9afb7b7163bdef19cea989374b,,0.01,0,11.323,0.002689713638841350,3.04556275326006,1149.81,,,Mint,
0x06ab2f23de21cba243b76b1bbcf4c4fdf484b8c19713101ced44cd3dc738a2b5,15078635,1656972192,2022-07-04 22:03:12,0xeeb3fae739097ad99695b3a9c0eec6dd604d79db,0x70617d5c9e3b7f9afb7b7163bdef19cea989374b,,0.01,0,11.323,0.002689713638841350,3.04556275326006,1149.81,,,Mint,
0x736d0064baaeae24f6403d392b5293fc7264259fbb851690da8150d9e04b0a02,15078636,1656972226,2022-07-04 22:03:46,0x5de02c8924922b756a79a9e69a7b2e644f0c4a3a,0x70617d5c9e3b7f9afb7b7163bdef19cea989374b,,0.01,0,11.323,0.002968699052108480,3.36145793670243,1149.81,,,Mint,
0x66721aaaadc172b0a9dc8aafed780ad6f0122400f3d2773819422b212ad7d2ee,15078636,1656972226,2022-07-04 22:03:46,0xecf8c381cc3e73e556454772219ea7a5a3e859ca,0x70617d5c9e3b7f9afb7b7163bdef19cea989374b,,0.01,0,11.323,0.002968699052108480,3.36145793670243,1149.81,,,Mint,
0x5e6333e685e013b94658b03847d295507cea083fe8847af267f6af173c4ffdd0,15078636,1656972226,2022-07-04 22:03:46,0xd7f47f4932f65c2bc1650e6f10218a0528543437,0x70617d5c9e3b7f9afb7b7163bdef19cea989374b,,0.01,0,11.323,0.002968699052108480,3.36145793670243,1149.81,,,Mint,
0x8bd4c95d15ceb587e8a334b25febfee958ada36e6f84bd129f69d2714e2cdcd7,15078636,1656972226,2022-07-04 22:03:46,0xf4408b493df70a9857dfe8daef5f4cce4999a761,0x70617d5c9e3b7f9afb7b7163bdef19cea989374b,,0.01,0,11.323,0.002968699052108480,3.36145793670243,1149.81,,,Mint,
0x867d27d4439b8c1dfde1dbe68c3ffb10370435466b18e56714e9ce5cead7e0e5,15078637,1656972237,2022-07-04 22:03:57,0x97a5f2ebafbdb943c0d60a54cfaeb97824690633,0x70617d5c9e3b7f9afb7b7163bdef19cea989374b,,0.01,0,11.323,0.0029026747126468,3.28669857712997,1149.81,,,Mint,
0x8ebf358cf49ee2831d3547f6c9ce8de0631128d19f375b7e9008856951602e53,15078637,1656972237,2022-07-04 22:03:57,0x1eefd206849e3f5f30695759608571f2e44260fb,0x70617d5c9e3b7f9afb7b7163bdef19cea989374b,,0.01,0,11.323,0.0029026747126468,3.28669857712997,1149.81,,,Mint,
0x1771e6f1bbe0ebfd1bf75f39a75ca400dcd72a3df880971623ad833bd0a28b47,15078637,1656972237,2022-07-04 22:03:57,0x02639933dcffc07c0e1274cae61e7160da759b24,0x70617d5c9e3b7f9afb7b7163bdef19cea989374b,,0.01,0,11.323,0.0028415612126468,3.21749976107997,1149.81,,,Mint,
0xb413ef8e99fa6ec6507f928a6597326ef3bf6efe4cbb6796a42e11db721b1fc5,15078640,1656972273,2022-07-04 22:04:33,0xb4749e39035613e0917e6ac4fc97813ae0ee4c2c,0x70617d5c9e3b7f9afb7b7163bdef19cea989374b,,0.01,0,11.323,0.002688522431244450,3.04421394889809,1149.81,,,Mint,
0xebf0f80b65f933748bc25d1c9c4c28bd855f0d64949e22e7590a1c712be1190a,15078642,1656972280,2022-07-04 22:04:40,0x3e4c14918274306db0ffc77e09f349555e20cc54,0x70617d5c9e3b7f9afb7b7163bdef19cea989374b,,0.01,0,11.323,0.00321349583345203,3.63864133221773,1149.81,,,Mint,
0x5c6b9f6ce6d10f44c0ea6499f188169deeb9ac5f638a307d6065f89c952d31af,15078643,1656972327,2022-07-04 22:05:27,0x2a3e0b2d2c85f74f703ad5f89469b62c6879e706,0x70617d5c9e3b7f9afb7b7163bdef19cea989374b,,0.01,0,11.323,0.002759464505115090,3.12454165914182,1149.81,,,Mint,
0xdf9604718f1e7b42e850bde4db7837a00a8e83c2071dfd09154e38b1b0d89a75,15078643,1656972327,2022-07-04 22:05:27,0x470cac5d6f56ca1d0489b73d9031a61b734a5ff4,0x70617d5c9e3b7f9afb7b7163bdef19cea989374b,,0.01,0,11.323,0.002759464505115090,3.12454165914182,1149.81,,,Mint,
0x4098fdef732b48bd0387dff19c505978e12d93a02a14d6f24721e1ffe8b1e785,15078643,1656972327,2022-07-04 22:05:27,0x2d3178af3dfbb679716cc14e245be0a9e5945500,0x70617d5c9e3b7f9afb7b7163bdef19cea989374b,,0.01,0,11.323,0.002698351005115090,3.05534284309182,1149.81,,,Mint,
0x8492181983e0e2b96914dbf6ee38aad1d9e3d34b1e15eef693cc916dce8ff2bf,15078643,1656972327,2022-07-04 22:05:27,0x5dc9a92f4cb4f5d5df1a49e050bbb882b807f586,0x70617d5c9e3b7f9afb7b7163bdef19cea989374b,,0.01,0,11.323,0.002698351005115090,3.05534284309182,1149.81,,,Mint,
0x238be85e91ca50bdf17b0ac0d4039269ec42d8d8b7f19015ab91a3d93594ca07,15078643,1656972327,2022-07-04 22:05:27,0xe9255b2049338fec3ce69bd3ef04d9d8cd91e5bd,0x70617d5c9e3b7f9afb7b7163bdef19cea989374b,,0.01,0,11.323,0.002698351005115090,3.05534284309182,1149.81,,,Mint,
0x7b21fbfa3a17402e7567a926668400c606f6fd0eb62ba77ae80c2012dc392318,15078643,1656972327,2022-07-04 22:05:27,0x3112f2d9c3ec840fd15ebad485608f0b00f652e2,0x70617d5c9e3b7f9afb7b7163bdef19cea989374b,,0.01,0,11.323,0.002698351005115090,3.05534284309182,1149.81,,,Mint,
0x67cd83e3bae5f4b03c25d873ec238e5d44df8efccb95bf5f2d51387273938a42,15078644,1656972335,2022-07-04 22:05:35,0xb761b98e4a80a3b2d899bd5cd7e04288952f614a,0x70617d5c9e3b7f9afb7b7163bdef19cea989374b,,0.01,0,11.323,0.0030123184796649,3.41084821452457,1149.81,,,Mint,
0x58aa972282f24e5d7503f20b13b903a70199a2d01f3fd8d4157d26f265990fac,15078644,1656972335,2022-07-04 22:05:35,0x7eb536a2afb9a19d58ffc6c4742ff70137e6ea29,0x70617d5c9e3b7f9afb7b7163bdef19cea989374b,,0.01,0,11.323,0.0030123184796649,3.41084821452457,1149.81,,,Mint,
