Txhash,Blockno,UnixTimestamp,DateTime,From,To,ContractAddress,Value_IN(ETH),Value_OUT(ETH),CurrentValue @ $1060.1/Eth,TxnFee(ETH),TxnFee(USD),Historical $Price/Eth,Status,ErrCode,Method,
0x46332c85db56ee79bf5a9b9259f2a0774e06a8592df1b81b88d9a70803d29621,15063174,1656765951,2022-07-02 12:45:51,0x4bc0612a8f4424a2250c477f4b06a2e11e5519f5,,0x4b570b636e4f744199ec82f52d69b08b394ab850,0,0,0,0.072413057813762300,76.7650825883694,1065.69,,,60806040,
0x8872389b09eb4e542f864111d3d10d28fbd761e45b0218084b09688c45c5ad4f,15063191,1656766140,2022-07-02 12:49:00,0x4bc0612a8f4424a2250c477f4b06a2e11e5519f5,0x4b570b636e4f744199ec82f52d69b08b394ab850,,0,0,0,0.000713605019461976,0.756492681131641,1065.69,,,Active Free Mint,
0x931f08d1da8147aef06afccaf75c500eefdc09309e0cf8038de37264b5b15304,15063193,1656766201,2022-07-02 12:50:01,0x4bc0612a8f4424a2250c477f4b06a2e11e5519f5,0x4b570b636e4f744199ec82f52d69b08b394ab850,,0,0,0,0.001962834397394450,2.08080074467785,1065.69,,,Reveal,
0xc841cc55743e2821f2046073bfce705f8bbe536a255209361a2956409997d16a,15063200,1656766258,2022-07-02 12:50:58,0x4bc0612a8f4424a2250c477f4b06a2e11e5519f5,0x4b570b636e4f744199ec82f52d69b08b394ab850,,0,0,0,0.00186271768014682,1.97466701272364,1065.69,,,Free Mint,
0xb2c38d0d925fc431a6ef75180035a0c830bff101c98244dca22c1767c491bbe0,15064092,1656778231,2022-07-02 16:10:31,0x4bc0612a8f4424a2250c477f4b06a2e11e5519f5,0x4b570b636e4f744199ec82f52d69b08b394ab850,,0,0,0,0.01766819553734010,18.7300540891343,1065.69,,,Airdrop,
0x5c4f86b907d4896f7b8533ae8ca7ac8ccddf52d76497c3ff008ee492a48a4138,15064107,1656778429,2022-07-02 16:13:49,0x4bc0612a8f4424a2250c477f4b06a2e11e5519f5,0x4b570b636e4f744199ec82f52d69b08b394ab850,,0,0,0,0.01362849585270750,14.4475684534552,1065.69,,,Airdrop,
0x87763f211a7e1ae450e8b047d2d3c42e0cb1c205d3e4dce5e8985faf4a0ae72a,15064112,1656778484,2022-07-02 16:14:44,0x4bc0612a8f4424a2250c477f4b06a2e11e5519f5,0x4b570b636e4f744199ec82f52d69b08b394ab850,,0,0,0,0.01696232788757110,17.9817637936142,1065.69,,,Airdrop,
0x36764343b807513260a570a8ac3f751d2a16977c86aaaafc29496f1f5d065354,15064114,1656778501,2022-07-02 16:15:01,0x4bc0612a8f4424a2250c477f4b06a2e11e5519f5,0x4b570b636e4f744199ec82f52d69b08b394ab850,,0,0,0,0.01674479243389360,17.7511544591706,1065.69,,,Airdrop,
0x8cfb2e729906dc10881900e7dd32a1708ba4148f2a72c92f55005e6df036871e,15064120,1656778658,2022-07-02 16:17:38,0x4bc0612a8f4424a2250c477f4b06a2e11e5519f5,0x4b570b636e4f744199ec82f52d69b08b394ab850,,0,0,0,0.026735133015449600,28.3419145096781,1065.69,,,Airdrop,
0x0bb54d7164830563dc925409d5c0368cff4cae0901142228415f48c708b798ed,15064121,1656778683,2022-07-02 16:18:03,0x4bc0612a8f4424a2250c477f4b06a2e11e5519f5,0x4b570b636e4f744199ec82f52d69b08b394ab850,,0,0,0,0.02874992362418000,30.4777940339932,1065.69,,,Airdrop,
0x0d24d6b1fc2a231c93d06dd44e3d90fbb0c66272788e352d246c4bdea6a41020,15064136,1656778846,2022-07-02 16:20:46,0x47d5aec8eb4b3aaf21d12823bb2d74e97011dab0,0x4b570b636e4f744199ec82f52d69b08b394ab850,,0,0,0,0.001774772230382680,1.88143604142868,1065.69,,,Free Mint,
0x462c105ee5a97dbd00c54312a20e2af5ada08ecd03554676e189c4073048fbf3,15064177,1656779280,2022-07-02 16:28:00,0xbff29b6cfd0c6bc845d4f70bdeeb3378a4ad39bf,0x4b570b636e4f744199ec82f52d69b08b394ab850,,0,0,0,0.001815144642238000,1.92423483523651,1065.69,,,Free Mint,
0xd2fd1e6c793daa9d1f77f4b12ed8b58aa1733d63b269137269d3f860e1f5eb2a,15064339,1656781472,2022-07-02 17:04:32,0x857b73b6af902e7221fbc3daaf395888fb1911c9,0x4b570b636e4f744199ec82f52d69b08b394ab850,,0,0,0,0.00493633880425236,5.23301276638793,1065.69,,,Free Mint,
0xc6dd858fafe4b522dd2a8988de1c505de6bdeb07bc5748dd7c6d856d4c268704,15064456,1656783003,2022-07-02 17:30:03,0x857b73b6af902e7221fbc3daaf395888fb1911c9,0x4b570b636e4f744199ec82f52d69b08b394ab850,,0,0,0,0.000772623119909191,0.819057769415733,1065.69,,,Set Approval For All,
0xe8b85c3199e33fb9d9f86313abe58c1e01c81e460800f80a31c48200728de9cf,15067211,1656819706,2022-07-03 03:41:46,0x81b0850e26ee1d259a4fecc327892ea606b3219f,0x4b570b636e4f744199ec82f52d69b08b394ab850,,0,0,0,0.001232558328801710,1.30663508436269,,,,Free Mint,
0xe0dacb24abb6282bc272e4665705db408ece112b12e754ba3887697340013c31,15067238,1656820000,2022-07-03 03:46:40,0x81b0850e26ee1d259a4fecc327892ea606b3219f,0x4b570b636e4f744199ec82f52d69b08b394ab850,,0,0,0,0.000696445663061992,0.738302047412018,,,,Free Mint,
0x2d66357a0b5420c1ae7fb874bbe650098219c87c72af2f83f746121cdaa37109,15067283,1656820612,2022-07-03 03:56:52,0x9bc40dc6d5753de0a0eaf02c2b891ae5c95ebbb2,0x4b570b636e4f744199ec82f52d69b08b394ab850,,0,0,0,0.00131819054581499,1.39741379761847,,,,Free Mint,
0x0262420005c123386685845a7f7cf5e5561ccefbca9fcceeccbf5a68180294dc,15067293,1656820757,2022-07-03 03:59:17,0x73078ffec42a3e9d4d7b7fb2b7e019213e44d970,0x4b570b636e4f744199ec82f52d69b08b394ab850,,0,0,0,0.001247642,1.3226252842,,,,Free Mint,
0x880d74b0a291496b04394c2fae89c2a9084090515f3364975d6f26b3d9d9d453,15067579,1656824761,2022-07-03 05:06:01,0x47d5aec8eb4b3aaf21d12823bb2d74e97011dab0,0x4b570b636e4f744199ec82f52d69b08b394ab850,,0,0,0,0.000648448183829628,0.687419919677789,,,,Set Approval For All,
0xe2bdfe70c2c8a07aeb6c02c754460774557b370c2102c59dd0b77dd06130095f,15067611,1656825315,2022-07-03 05:15:15,0x922d33e94023211533dcdeb218f61e345c69689d,0x4b570b636e4f744199ec82f52d69b08b394ab850,,0,0,0,0.00073018027561626,0.774064110180797,,,,Set Approval For All,
0xb7c1d2a6869269d296f364ac5357f9f794fc618ceca14451a448f06e0030540b,15067706,1656826737,2022-07-03 05:38:57,0xc5fecd11057c4c24ff16bd5a5f7a700209ad524c,0x4b570b636e4f744199ec82f52d69b08b394ab850,,0,0,0,0.001337049752368340,1.41740644248568,,,,Free Mint,
0x4ef3f2a2ed831578e82fcd0489b84a9335df99626aa92f9dc5e94f58154e50f9,15067714,1656826831,2022-07-03 05:40:31,0xc5fecd11057c4c24ff16bd5a5f7a700209ad524c,0x4b570b636e4f744199ec82f52d69b08b394ab850,,0,0,0,0.000633875954433406,0.671971899294854,,,,Set Approval For All,
0xbfa52d941c91c46c8b6f9c32dae7a2dfcb0f5d1e114d386c2ba10cdb6c1e8526,15067718,1656826885,2022-07-03 05:41:25,0x90ef9d4125570c1c6190b19adf52a8c7146009eb,0x4b570b636e4f744199ec82f52d69b08b394ab850,,0,0,0,0.001398465983507840,1.48251378911666,,,,Free Mint,
0x85b74616aebb3435df229ce16ced1d05f11a7b0d04d6de13feebd38d774c9414,15067725,1656826931,2022-07-03 05:42:11,0x90ef9d4125570c1c6190b19adf52a8c7146009eb,0x4b570b636e4f744199ec82f52d69b08b394ab850,,0,0,0,0.000523921071414177,0.555408727806169,,,,Set Approval For All,
0x8cbf7ed93db7c21fc7bebd66f318d77d4746142b13072fccb7c79a0f2903ca5d,15067730,1656827046,2022-07-03 05:44:06,0x30ffc1bd2e6fa2f0228d03b37f98218bbefd0a88,0x4b570b636e4f744199ec82f52d69b08b394ab850,,0,0,0,0.00145442351229057,1.54183436537923,,,,Free Mint,
0x66622ae5fd35cb06409463c36763ede32be43e7fb0a535b72e5cfe7c78526365,15067731,1656827067,2022-07-03 05:44:27,0x3a4894f709544e5a3289d55c3b7f988839362712,0x4b570b636e4f744199ec82f52d69b08b394ab850,,0,0,0,0.001550010938106590,1.64316659548679,,,,Free Mint,
0x211d9f3da6730201e5560ea05dd7c564360d28f09f432186c43811f7830611c2,15067737,1656827197,2022-07-03 05:46:37,0xa8ad3c8d9039a0d10040d187c44336e57456fece,0x4b570b636e4f744199ec82f52d69b08b394ab850,,0,0,0,0.002024721456958720,2.14640721652194,,,,Free Mint,
