Txhash,Blockno,UnixTimestamp,DateTime,From,To,ContractAddress,Value_IN(ETH),Value_OUT(ETH),CurrentValue @ $1077.02/Eth,TxnFee(ETH),TxnFee(USD),Historical $Price/Eth,Status,ErrCode,Method,
0xe2ada32971c7847b0f42630407f61cc3acf12b3450782480facdc4c772b0fee9,14955992,1655123433,2022-06-13 12:30:33,0xb9bc7814431162cdc48ed1e04a1dceed8304055b,0x8d085750cdabca5e8485d0310b7eb0fc0ef2103c,,0,0,0,0.003816367694519110,4.10996086125846,1209.12,,,Set Royalty,
0x1c0445cb437badb041391f0725b762646457d6d6c4a62cf0a420be58b7e42e2a,14956041,1655124267,2022-06-13 12:44:27,0xb9bc7814431162cdc48ed1e04a1dceed8304055b,0x8d085750cdabca5e8485d0310b7eb0fc0ef2103c,,0,0,0,0.0055077477423402,5.93145877615843,1209.12,,,57068F0A,
0xe662a3e893c6742c844f0b11703976c5111914940db0ccc417bfaddbc7e80087,14956422,1655129699,2022-06-13 14:14:59,0xb9bc7814431162cdc48ed1e04a1dceed8304055b,0x8d085750cdabca5e8485d0310b7eb0fc0ef2103c,,0,0,0,0.002275928333581790,2.45101550028424,1209.12,,,57068F0A,
0x319935b3892f4bd90e1ed3b0b17c07c6f61a9a297d9451bba3d60c07a945a7ff,15008932,1655921914,2022-06-22 18:18:34,0xb9bc7814431162cdc48ed1e04a1dceed8304055b,0x8d085750cdabca5e8485d0310b7eb0fc0ef2103c,,0,0,0,0.001885006472767220,2.0300200207172,1048.30,,,57068F0A,
0xee9e1e9e86156c27cd2ef3cd7f65136ab50cc4f3f7732082be16ae496a1838f7,15008964,1655922502,2022-06-22 18:28:22,0xb9bc7814431162cdc48ed1e04a1dceed8304055b,0x8d085750cdabca5e8485d0310b7eb0fc0ef2103c,,0,0,0,0.00232516957593504,2.50404487141172,1048.30,,,57068F0A,
0xc4baef03319179356182d5238e3a5e170c3ae6fbf5457880af099ca1011b8690,15008981,1655922701,2022-06-22 18:31:41,0xb9bc7814431162cdc48ed1e04a1dceed8304055b,0x8d085750cdabca5e8485d0310b7eb0fc0ef2103c,,0,0,0,0.001689097643157650,1.81903992484577,1048.30,,,57068F0A,
0xe0328e7cadc52c77fc35f5224010e3315be59cd4a602c71d2e451727e9bff213,15008994,1655922893,2022-06-22 18:34:53,0xb9bc7814431162cdc48ed1e04a1dceed8304055b,0x8d085750cdabca5e8485d0310b7eb0fc0ef2103c,,0,0,0,0.00178735019536826,1.92485104589794,1048.30,,,57068F0A,
0xfd3fc24ca8eea1a73a20a725ce79133cba09df9791c1d698f3e95e40a3d4bc86,15009000,1655923014,2022-06-22 18:36:54,0xb9bc7814431162cdc48ed1e04a1dceed8304055b,0x8d085750cdabca5e8485d0310b7eb0fc0ef2103c,,0,0,0,0.008174083099072000,8.80291531188361,1048.30,,,Gift,
0x7426376445d5e4abee4406bbf04cfd6b8211c0e34b31641dd9bef6c9be7cdba3,15009161,1655925724,2022-06-22 19:22:04,0xb9bc7814431162cdc48ed1e04a1dceed8304055b,0x8d085750cdabca5e8485d0310b7eb0fc0ef2103c,,0,0,0,0.004269841864376200,4.59832079900266,1048.30,,,57068F0A,
0xbd66dd1cbbc9e690673623d436f0c0fe22a5c213449605f6a24230ca48be1658,15009274,1655927466,2022-06-22 19:51:06,0xb9bc7814431162cdc48ed1e04a1dceed8304055b,0x8d085750cdabca5e8485d0310b7eb0fc0ef2103c,,0,0,0,0.002360342414006210,2.54192355591571,1048.30,,,57068F0A,
